,type,properties_mag,properties_place,properties_time,properties_updated,properties_tz,properties_url,properties_detail,properties_felt,properties_cdi,properties_mmi,properties_alert,properties_status,properties_tsunami,properties_sig,properties_net,properties_code,properties_ids,properties_sources,properties_types,properties_nst,properties_dmin,properties_rms,properties_gap,properties_magType,properties_type,properties_title,geometry_type,geometry_long,geometry_lat,geometry_focaldepth,id,quake_api_type,quake_metadata_generated,quake_metadata_url,quake_metadata_title,quake_metadata_status,quake_metadata_api,quake_metadata_count,properties_time_new,properties_updated_new,quake_metadata_generated_new
85,Feature,1.05,"2km ENE of The Geysers, CA",1672684593690,1672684690805,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73828061,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73828061&format=geojson,,,,,automatic,0,17,nc,73828061,",nc73828061,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.003264,0.01,86.0,md,earthquake,"M 1.1 - 2km ENE of The Geysers, CA",Point,-122.7369995,38.786499,1.67,nc73828061,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.684593690,1970-01-01 00:27:52.684690805,1970-01-01 00:27:52.847148
86,Feature,1.9,"63 km WSW of Ferry, Alaska",1672684450507,1672684575629,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233lzt16,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233lzt16&format=geojson,,,,,automatic,0,56,ak,0233lzt16,",ak0233lzt16,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.9 - 63 km WSW of Ferry, Alaska",Point,-150.3361,63.8146,4.1,ak0233lzt16,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.684450507,1970-01-01 00:27:52.684575629,1970-01-01 00:27:52.847148
87,Feature,2.3,"71 km ENE of Pedro Bay, Alaska",1672684007681,1672684163215,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233ly668,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233ly668&format=geojson,,,,,automatic,0,81,ak,0233ly668,",ak0233ly668,",",ak,",",origin,phase-data,",,,0.91,,ml,earthquake,"M 2.3 - 71 km ENE of Pedro Bay, Alaska",Point,-153.0307,60.1321,110.1,ak0233ly668,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.684007681,1970-01-01 00:27:52.684163215,1970-01-01 00:27:52.847148
88,Feature,2.05999994,"11 km ESE of P?hala, Hawaii",1672683920190,1672684112910,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73292132,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73292132&format=geojson,,,,,automatic,0,65,hv,73292132,",hv73292132,",",hv,",",origin,phase-data,",35.0,,0.129999995,173.0,md,earthquake,"M 2.1 - 11 km ESE of P?hala, Hawaii",Point,-155.374160766602,19.1706657409668,30.75,hv73292132,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.683920190,1970-01-01 00:27:52.684112910,1970-01-01 00:27:52.847148
89,Feature,1.67,"3km NNW of Vincent, CA",1672683835580,1672689235240,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40153063,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40153063&format=geojson,,,,,reviewed,0,43,ci,40153063,",ci40153063,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.01145,0.17,31.0,ml,earthquake,"M 1.7 - 3km NNW of Vincent, CA",Point,-118.131,34.5271667,11.06,ci40153063,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.683835580,1970-01-01 00:27:52.689235240,1970-01-01 00:27:52.847148
90,Feature,5.4,"243 km ENE of Kuril’sk, Russia",1672683765093,1672773295040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j1n1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j1n1&format=geojson,,,4.016,green,reviewed,0,449,us,7000j1n1,",usauto7000j1n1,us7000j1n1,",",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",114.0,5.647,1.1,49.0,mww,earthquake,"M 5.4 - 243 km ENE of Kuril’sk, Russia",Point,150.8084,45.9714,87.17,us7000j1n1,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.683765093,1970-01-01 00:27:52.773295040,1970-01-01 00:27:52.847148
91,Feature,0.75,"8km NW of The Geysers, CA",1672683740140,1672687272866,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73828051,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73828051&format=geojson,,,,,automatic,0,9,nc,73828051,",nc73828051,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.006093,0.01,60.0,md,earthquake,"M 0.8 - 8km NW of The Geysers, CA",Point,-122.814003,38.8286667,2.3,nc73828051,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.683740140,1970-01-01 00:27:52.687272866,1970-01-01 00:27:52.847148
92,Feature,2.0,,1672683697394,1672683808453,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233lx2sr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233lx2sr&format=geojson,,,,,automatic,0,62,ak,0233lx2sr,",ak0233lx2sr,",",ak,",",origin,phase-data,",,,0.09,,ml,earthquake,M 2.0 - ,Point,-152.1825,59.9464,65.0,ak0233lx2sr,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.683697394,1970-01-01 00:27:52.683808453,1970-01-01 00:27:52.847148
93,Feature,0.4,"82 km NNW of Karluk, Alaska",1672683481411,1672805794420,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233lwcvh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233lwcvh&format=geojson,,,,,automatic,0,2,ak,0233lwcvh,",av91741746,ak0233lwcvh,",",av,ak,",",origin,phase-data,",,,0.11,,ml,earthquake,"M 0.4 - 82 km NNW of Karluk, Alaska",Point,-155.0642,58.2351,1.1,ak0233lwcvh,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.683481411,1970-01-01 00:27:52.805794420,1970-01-01 00:27:52.847148
94,Feature,0.19,Alaska Peninsula,1672683261050,1672805577330,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741741&format=geojson,,,,,reviewed,0,1,av,91741741,",av91741741,",",av,",",origin,phase-data,",10.0,,0.1,112.0,ml,earthquake,M 0.2 - Alaska Peninsula,Point,-155.063,58.2473333333333,4.84,av91741741,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.683261050,1970-01-01 00:27:52.805577330,1970-01-01 00:27:52.847148
95,Feature,4.4,,1672682880505,1672691706040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j1mr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j1mr&format=geojson,,,,,reviewed,0,298,us,7000j1mr,",us7000j1mr,",",us,",",origin,phase-data,",37.0,1.267,1.07,118.0,mb,earthquake,M 4.4 - ,Point,-69.6822,9.7389,10.0,us7000j1mr,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.682880505,1970-01-01 00:27:52.691706040,1970-01-01 00:27:52.847148
96,Feature,1.47,"3km SE of The Geysers, CA",1672682805330,1672686849824,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73828046,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73828046&format=geojson,,,,,automatic,0,33,nc,73828046,",nc73828046,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.01143,0.04,103.0,md,earthquake,"M 1.5 - 3km SE of The Geysers, CA",Point,-122.7346649,38.7611656,1.83,nc73828046,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.682805330,1970-01-01 00:27:52.686849824,1970-01-01 00:27:52.847148
97,Feature,4.3,"64 km SSE of Nikolski, Alaska",1672682293817,1672691314040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j1mp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j1mp&format=geojson,,,2.504,,reviewed,0,284,us,7000j1mp,",us7000j1mp,ak0233ljiz1,",",us,ak,",",origin,phase-data,shakemap,",54.0,0.607,0.57,175.0,mb,earthquake,"M 4.3 - 64 km SSE of Nikolski, Alaska",Point,-168.4809,52.4106,45.157,us7000j1mp,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.682293817,1970-01-01 00:27:52.691314040,1970-01-01 00:27:52.847148
98,Feature,-0.12,"82 km NNW of Karluk, Alaska",1672682080470,1672805169170,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741731&format=geojson,,,,,reviewed,0,0,av,91741731,",av91741731,",",av,",",origin,phase-data,",9.0,,0.16,110.0,ml,earthquake,"M -0.1 - 82 km NNW of Karluk, Alaska",Point,-155.063,58.2398333333333,4.34,av91741731,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.682080470,1970-01-01 00:27:52.805169170,1970-01-01 00:27:52.847148
99,Feature,0.85,"8km NW of The Geysers, CA",1672682072860,1672685234658,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73828041,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73828041&format=geojson,,,,,automatic,0,11,nc,73828041,",nc73828041,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.0131,0.04,93.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA",Point,-122.8193359,38.8343315,3.63,nc73828041,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.682072860,1970-01-01 00:27:52.685234658,1970-01-01 00:27:52.847148
100,Feature,1.57,"2km SSW of Hollister, CA",1672682063110,1672685290661,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73828036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73828036&format=geojson,,,,,automatic,0,38,nc,73828036,",nc73828036,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.07574,0.07,60.0,md,earthquake,"M 1.6 - 2km SSW of Hollister, CA",Point,-121.4056702,36.8321648,7.55,nc73828036,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.682063110,1970-01-01 00:27:52.685290661,1970-01-01 00:27:52.847148
101,Feature,1.05,"17km N of Borrego Springs, CA",1672681932950,1672682148494,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40153055,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40153055&format=geojson,,,,,automatic,0,17,ci,40153055,",ci40153055,",",ci,",",nearby-cities,origin,phase-data,",28.0,0.07694,0.24,43.0,ml,earthquake,"M 1.1 - 17km N of Borrego Springs, CA",Point,-116.3851667,33.4063333,2.28,ci40153055,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.681932950,1970-01-01 00:27:52.682148494,1970-01-01 00:27:52.847148
102,Feature,0.13,,1672681783510,1672804926010,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741726&format=geojson,,,,,reviewed,0,0,av,91741726,",av91741726,",",av,",",origin,phase-data,",9.0,,0.15,100.0,ml,earthquake,M 0.1 - ,Point,-155.075666666667,58.2365,4.11,av91741726,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.681783510,1970-01-01 00:27:52.804926010,1970-01-01 00:27:52.847148
103,Feature,0.31,"82 km NNW of Karluk, Alaska",1672681714050,1672804761130,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741721,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741721&format=geojson,,,,,reviewed,0,1,av,91741721,",av91741721,",",av,",",origin,phase-data,",10.0,,0.14,113.0,ml,earthquake,"M 0.3 - 82 km NNW of Karluk, Alaska",Point,-155.058333333333,58.2403333333333,4.41,av91741721,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.681714050,1970-01-01 00:27:52.804761130,1970-01-01 00:27:52.847148
104,Feature,0.4,"82 km NNW of Karluk, Alaska",1672681664043,1672804519160,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233lh8co,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233lh8co&format=geojson,,,,,reviewed,0,2,ak,0233lh8co,",av91741716,ak0233lh8co,",",av,ak,",",origin,phase-data,",,,0.14,,ml,earthquake,"M 0.4 - 82 km NNW of Karluk, Alaska",Point,-155.0629,58.2389,3.8,ak0233lh8co,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.681664043,1970-01-01 00:27:52.804519160,1970-01-01 00:27:52.847148
105,Feature,-0.14,"83 km NNW of Karluk, Alaska",1672681552920,1672804181700,,https://earthquake.usgs.gov/earthquakes/eventpage/av91082653,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91082653&format=geojson,,,,,reviewed,0,0,av,91082653,",av91082653,",",av,",",origin,phase-data,",6.0,,0.13,139.0,ml,earthquake,"M -0.1 - 83 km NNW of Karluk, Alaska",Point,-155.075833333333,58.2381666666667,3.03,av91082653,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.681552920,1970-01-01 00:27:52.804181700,1970-01-01 00:27:52.847148
106,Feature,-0.13,Alaska Peninsula,1672681418040,1672803643070,,https://earthquake.usgs.gov/earthquakes/eventpage/av91082648,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91082648&format=geojson,,,,,reviewed,0,0,av,91082648,",av91082648,",",av,",",origin,phase-data,",6.0,,0.11,135.0,ml,earthquake,M -0.1 - Alaska Peninsula,Point,-155.0785,58.2361666666667,3.51,av91082648,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.681418040,1970-01-01 00:27:52.803643070,1970-01-01 00:27:52.847148
107,Feature,-0.32,"83 km NNW of Karluk, Alaska",1672681358820,1672803476420,,https://earthquake.usgs.gov/earthquakes/eventpage/av91082643,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91082643&format=geojson,,,,,reviewed,0,0,av,91082643,",av91082643,",",av,",",origin,phase-data,",6.0,,0.12,132.0,ml,earthquake,"M -0.3 - 83 km NNW of Karluk, Alaska",Point,-155.081666666667,58.2363333333333,3.07,av91082643,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.681358820,1970-01-01 00:27:52.803476420,1970-01-01 00:27:52.847148
108,Feature,1.6,"14km ENE of Ridgecrest, CA",1672681333980,1672689247030,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40153047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40153047&format=geojson,,,,,reviewed,0,39,ci,40153047,",ci40153047,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",19.0,0.09903,0.18,94.0,ml,earthquake,"M 1.6 - 14km ENE of Ridgecrest, CA",Point,-117.5291667,35.6693333,4.33,ci40153047,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.681333980,1970-01-01 00:27:52.689247030,1970-01-01 00:27:52.847148
109,Feature,-0.88,"82 km W of Salamatof, Alaska",1672681248160,1672803199150,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741711&format=geojson,,,,,reviewed,0,0,av,91741711,",av91741711,",",av,",",origin,phase-data,",4.0,,0.08,164.0,ml,earthquake,"M -0.9 - 82 km W of Salamatof, Alaska",Point,-152.8155,60.5388333333333,7.26,av91741711,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.681248160,1970-01-01 00:27:52.803199150,1970-01-01 00:27:52.847148
110,Feature,1.5,"72 km NNW of Karluk, Alaska",1672681177471,1672681375960,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233lfi7l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233lfi7l&format=geojson,,,,,automatic,0,35,ak,0233lfi7l,",ak0233lfi7l,",",ak,",",origin,phase-data,",,,1.66,,ml,earthquake,"M 1.5 - 72 km NNW of Karluk, Alaska",Point,-154.7298,58.2024,66.5,ak0233lfi7l,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.681177471,1970-01-01 00:27:52.681375960,1970-01-01 00:27:52.847148
111,Feature,1.8,Southern Alaska,1672680015131,1672691584165,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233lbdrd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233lbdrd&format=geojson,1.0,2.2,,,automatic,0,50,ak,0233lbdrd,",ak0233lbdrd,",",ak,",",dyfi,origin,phase-data,",,,0.61,,ml,earthquake,M 1.8 - Southern Alaska,Point,-150.1786,61.472,29.0,ak0233lbdrd,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.680015131,1970-01-01 00:27:52.691584165,1970-01-01 00:27:52.847148
112,Feature,1.9,"36 km W of Cantwell, Alaska",1672679639027,1672679817865,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0233l9z4u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0233l9z4u&format=geojson,,,,,automatic,0,56,ak,0233l9z4u,",ak0233l9z4u,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 1.9 - 36 km W of Cantwell, Alaska",Point,-149.6776,63.3933,100.4,ak0233l9z4u,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.679639027,1970-01-01 00:27:52.679817865,1970-01-01 00:27:52.847148
113,Feature,0.73,"10km WNW of The Geysers, CA",1672679526380,1672680493196,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73828031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73828031&format=geojson,,,,,automatic,0,8,nc,73828031,",nc73828031,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.0006706,0.02,96.0,md,earthquake,"M 0.7 - 10km WNW of The Geysers, CA",Point,-122.856163,38.8271675,2.52,nc73828031,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.679526380,1970-01-01 00:27:52.680493196,1970-01-01 00:27:52.847148
114,Feature,2.0,,1672679471210,1672679666320,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73292097,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73292097&format=geojson,,,,,automatic,0,62,hv,73292097,",hv73292097,",",hv,",",origin,phase-data,",37.0,,0.129999995,150.0,md,earthquake,M 2.0 - ,Point,-155.497833251953,19.1464996337891,31.8500003814697,hv73292097,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.679471210,1970-01-01 00:27:52.679666320,1970-01-01 00:27:52.847148
115,Feature,1.4,"3 km SW of Lucien, Oklahoma",1672679117460,1672752385428,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023addi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023addi&format=geojson,,,,,reviewed,0,30,ok,2023addi,",ok2023addi,",",ok,",",origin,phase-data,",60.0,0.2042599172,0.23,36.0,ml,earthquake,"M 1.4 - 3 km SW of Lucien, Oklahoma",Point,-97.48716667,36.2565,6.18,ok2023addi,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.679117460,1970-01-01 00:27:52.752385428,1970-01-01 00:27:52.847148
116,Feature,0.91,"47 km ENE of Adak, Alaska",1672678442900,1672803006150,,https://earthquake.usgs.gov/earthquakes/eventpage/av91741701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91741701&format=geojson,,,,,reviewed,0,13,av,91741701,",av91741701,",",av,",",origin,phase-data,",4.0,,0.22,206.0,ml,earthquake,"M 0.9 - 47 km ENE of Adak, Alaska",Point,-176.023666666667,52.0801666666667,6.22,av91741701,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.678442900,1970-01-01 00:27:52.803006150,1970-01-01 00:27:52.847148
117,Feature,1.39,"6km NW of Pinnacles, CA",1672676567530,1672678573994,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73828026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73828026&format=geojson,,,,,automatic,0,30,nc,73828026,",nc73828026,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.008062,0.29,86.0,md,earthquake,"M 1.4 - 6km NW of Pinnacles, CA",Point,-121.1945038,36.5683327,5.87,nc73828026,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.676567530,1970-01-01 00:27:52.678573994,1970-01-01 00:27:52.847148
118,Feature,4.5,"166 km N of Dili, Timor Leste",1672675650887,1672676646040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000j1mi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000j1mi&format=geojson,,,,,reviewed,0,312,us,7000j1mi,",us7000j1mi,",",us,",",origin,phase-data,",61.0,2.855,0.57,69.0,mb,earthquake,"M 4.5 - 166 km N of Dili, Timor Leste",Point,125.3029,-7.0731,487.572,us7000j1mi,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.675650887,1970-01-01 00:27:52.676646040,1970-01-01 00:27:52.847148
119,Feature,1.82,"14km WSW of Ferndale, CA",1672675575830,1672690031161,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73828021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73828021&format=geojson,,,,,reviewed,0,51,nc,73828021,",nc73828021,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.07687,0.09,245.0,md,earthquake,"M 1.8 - 14km WSW of Ferndale, CA",Point,-124.419,40.5208333,18.15,nc73828021,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.675575830,1970-01-01 00:27:52.690031161,1970-01-01 00:27:52.847148
120,Feature,0.9,"14km SE of Livermore, CA",1672675519250,1672684163643,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73828016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73828016&format=geojson,,,,,reviewed,0,12,nc,73828016,",nc73828016,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.07651,0.08,71.0,md,earthquake,"M 0.9 - 14km SE of Livermore, CA",Point,-121.6745,37.5825,3.04,nc73828016,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.675519250,1970-01-01 00:27:52.684163643,1970-01-01 00:27:52.847148
121,Feature,0.9,Nevada,1672675337901,1672675532879,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00854423,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00854423&format=geojson,,,,,automatic,0,12,nn,00854423,",nn00854423,",",nn,",",origin,phase-data,",11.0,0.128,0.2061,187.8,ml,earthquake,M 0.9 - Nevada,Point,-117.808,38.1856,0.0,nn00854423,FeatureCollection,1672847148000,https://earthquake.usgs.gov/fdsnws/event/1/query?format=geojson&starttime=2023-01-02&endtime=2023-01-03,USGS Earthquakes,200,1.13.6,321,1970-01-01 00:27:52.675337901,1970-01-01 00:27:52.675532879,1970-01-01 00:27:52.847148
